filename,numNodes,area,compromisedMW,compromisedMvar,meanDelay,stdDelay,initialTotalDemand,finalTotalDemand,finalDemandPercentage,generationCapacityTripped,loadsShed,overVoltageLoads,underVoltageLoads,compromisedPV
rms_L(23)_(30)_(36)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16044.540176427086,1.0308088773804744,0.0,0.0,0.0,0.0,0
rms_L(28)_(36)_(43)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15910.447975046998,1.022193894959653,0.0,0.0,0.0,0.0,0
rms_L(29)_(36)_(38)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16032.767069000382,1.0300524939929574,0.0,0.0,0.0,0.0,0
rms_L(33)_(39)_(43)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15920.660970096986,1.0228500462638603,0.0,0.0,0.0,0.0,0
rms_L(23)_(29)_(39)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16015.18918108743,1.028923172572273,0.0,0.0,0.0,0.0,0
rms_L(25)_(30)_(37)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15886.128171093424,1.0206314276320865,0.0,0.0,0.0,0.0,0
rms_L(34)_(36)_(37)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15956.711290752988,1.0251661606651454,0.0,0.0,0.0,0.0,0
rms_L(38)_(39)_(42)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15974.210766572893,1.0262904443670346,0.0,0.0,0.0,0.0,0
rms_L(30)_(32)_(41)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15887.014378056752,1.0206883635115165,0.0,0.0,0.0,0.0,0
rms_L(23)_(35)_(37)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16045.253187331306,1.0308546859833798,0.0,0.0,0.0,0.0,0
rms_L(35)_(38)_(39)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16007.902207345496,1.0284550085027624,0.0,0.0,0.0,0.0,0
rms_L(27)_(29)_(40)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15988.834663030171,1.0272299815631334,0.0,0.0,0.0,0.0,0
rms_L(30)_(37)_(40)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16001.274564944471,1.028029204300962,0.0,0.0,0.0,0.0,0
rms_L(31)_(37)_(39)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15923.710297203676,1.0230459554901177,0.0,0.0,0.0,0.0,0
rms_L(25)_(31)_(36)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15909.612308454514,1.0221402061326383,0.0,0.0,0.0,0.0,0
rms_L(24)_(34)_(43)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15915.830992676489,1.0225397361179884,0.0,0.0,0.0,0.0,0
rms_L(37)_(39)_(41)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15949.89673488009,1.0247283478882163,0.0,0.0,0.0,0.0,0
rms_L(24)_(33)_(39)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15945.742736763004,1.0244614671868295,0.0,0.0,0.0,0.0,0
rms_L(25)_(31)_(34)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15911.72015076745,1.0222756280608707,0.0,0.0,0.0,0.0,0
rms_L(24)_(38)_(42)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15971.09248945408,1.0260901053295266,0.0,0.0,0.0,0.0,0
rms_L(30)_(31)_(37)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15864.265520976933,1.01922682434802,0.0,0.0,0.0,0.0,0
rms_L(23)_(28)_(30)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16060.20460977482,1.0318152656456678,0.0,0.0,0.0,0.0,0
rms_L(28)_(29)_(36)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15945.59029737893,1.0244516734583315,0.0,0.0,0.0,0.0,0
rms_L(27)_(31)_(33)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15930.940322886609,1.0235104608343468,0.0,0.0,0.0,0.0,0
rms_L(24)_(25)_(26)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15879.877277154068,1.0202298282784497,0.0,0.0,0.0,0.0,0
rms_L(24)_(30)_(39)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15927.097926367209,1.0232635995096182,0.0,0.0,0.0,0.0,0
rms_L(23)_(37)_(42)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,16008.52258691119,1.028494865847169,0.0,0.0,0.0,0.0,0
rms_L(34)_(39)_(40)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15976.844316057564,1.0264596412500844,0.0,0.0,0.0,0.0,0
rms_L(28)_(30)_(43)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15848.759736538375,1.018230628752867,0.0,0.0,0.0,0.0,0
rms_L(25)_(26)_(40)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15945.161368989391,1.024424116221612,0.0,0.0,0.0,0.0,0
rms_L(26)_(31)_(36)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15919.020330204195,1.0227446405527911,0.0,0.0,0.0,0.0,0
rms_L(29)_(34)_(37)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15937.712038105034,1.0239455212402848,0.0,0.0,0.0,0.0,0
rms_L(23)_(25)_(42)_S_.csv,3,C,600,84.00000000000001,0,0,15565.0,15968.50221955777,1.0259236890175245,0.0,0.0,0.0,0.0,0
